WID,title,publication_date,paperAbstract,paperYear
20197,Market Outcomes and Dynamic Patent Buyouts | NBER,2014-06-05T12:00:00Z,"Patents are a useful but imperfect reward for innovation. In sectors like pharmaceuticals, where monopoly distortions seem particularly severe, there is growing international political pressure to identify alternatives to patents that could lower prices. Innovation prizes and other non-patent rewards are becoming more prevalent in government's innovation policy, and are also widely implemented by private philanthropists. In this paper we develop a model in which a patent buyout is effective, using information from market outcomes as a guide to the payment amount. We allow for the fact that sales may be manipulable by the innovator in search of the buyout payment, and show that in a wide variety of cases the optimal policy in our model still involves some form of patent buyout. The buyout uses two key pieces of information: market outcomes observed during the patent's life, and the competitive outcome after the patent is bought out. We show that such dynamic market information can be effective at determining both marginal and total willingness to pay of consumers in many important cases, and therefore can generate the right innovation incentives in our model.",2014
20198,American Banking and the Transportation Revolution Before the Civil War | NBER,2014-06-05T12:00:00Z,"Studies have shown a connection between finance and growth, but most do not consider how financial and real factors interact to put a virtuous cycle of economic development into motion. As the main transportation advance of the 19th century, railroads connected established commercial centers and made unsettled areas along their routes better candidates for development. We measure the strength of links between railroads and banks in seven Midwest states using an annual transportation GIS database linked to a census of banking. These data indicate that those counties that already had a bank were more likely to see their first railroad go through over the next decade, while new banks tended to enter a county a year or two after it got a railroad. The initial banking system thus helped establish the rail system, while the rapid expansion of railroads helped fill in the banking map of the American Midwest.",2014
20199,Testing Asset Pricing Theory on Six Hundred Years of Stock Returns: Prices and Dividends for the Bazacle Company from 1372 to 1946 | NBER,2014-06-05T12:00:00Z,"We use the Bazacle company of Toulouse's unique historical experience as a laboratory to test asset pricing theory. The Bazacle company is the earliest documented shareholding corporation. Founded in 1372 and nationalized in 1946, it was a grain milling firm for most of its 600 year history. We collect share prices and dividends over its entire lifespan. The average dividend yield in real terms was slightly in excess of is 5% per annum, while the long-term price growth was near zero. </p>",2014
20200,Saving Europe?: The Unpleasant Arithmetic of Fiscal Austerity in Integrated Economies | NBER,2014-06-05T12:00:00Z,"What are the macroeconomic effects of tax adjustments in response to large public debt shocks in highly integrated economies? The answer from standard closed-economy models is deceptive, because they underestimate the elasticity of capital tax revenues and ignore cross-country spillovers of tax changes. Instead, we examine this issue using a two-country model that matches the observed elasticity of the capital tax base by introducing endogenous capacity utilization and a partial depreciation allowance. Tax hikes have adverse effects on macro aggregates and welfare, and trigger strong cross-country externalities. Quantitative analysis calibrated to European data shows that unilateral capital tax increases cannot restore fiscal solvency, because the dynamic Laffer curve peaks below the required revenue increase. Unilateral labor tax hikes can do it, but have negative output and welfare effects at home and raise welfare and output abroad. Large spillovers also imply that unilateral capital tax hikes are much less costly under autarky than under free trade. Allowing for one-shot Nash tax competition, the model predicts a ""race to the bottom"" in capital taxes and higher labor taxes. The cooperative equilibrium is preferable, but capital (labor) taxes are still lower (higher) than initially. Moreover, autarky can produce higher welfare than both Nash and Cooperative equilibria.",2014
20201,Women's Income and Marriage Markets in the United States: Evidence from the Civil War Pension | NBER,2014-06-05T12:00:00Z,"Under the Civil War pension act of 1862, the widow of a Union Army soldier was entitled to a pension if her husband died as a direct result of his military service; however, she lost her right to the pension if she remarried. I analyze the effect this had on the rate of remarriage among these widows. This study fits into a modern literature on the behavioral effects of marriage penalties. In addition, it offers a unique perspective on 19th century marriage markets, which are little understood. Using a new database compiled from widows' pension files, I estimate the effect of the pension on the hazard rate of remarriage using variation in pension processing times. Taking steps to account for the potential endogeneity of processing times to marital outcomes, I find that receiving a pension lowered the hazard rate of remarriage by 25 percent, which implies an increase in the median time to remarriage of 3.5 years. Among older women and women with children, this effect is substantially greater. This indicates that women were willing to substitute away from marriage if the alternatives were favorable enough, suggesting that changes in the desirability of marriage to women may account for some of the aggregate patterns of first marriage documented for this period.",2014
20202,Access to Health Insurance and the Use of Inpatient Medical Care: Evidence from the Affordable Care Act Young Adult Mandate | NBER,2014-06-05T12:00:00Z,"The Affordable Care Act of 2010 expanded coverage to young adults by allowing them to remain on their parent's private health insurance until they turn 26 years old. While there is evidence on insurance effects, we know very little about use of general or specific forms of medical care. We study the implications of the expansion for the use of inpatient hospitalizations. Given the prevalence of mental health needs for young adults, we also specifically study mental health related inpatient care. We find evidence that compared to those aged 27-29 years, treated young adults aged 19-25 years increased their inpatient visits by 3.5 percent. Visits related to mental illness increased 9.0 percent. The prevalence of uninsurance among hospitalized young adults decreased by 12.5 percent; however, it does not appear that the intensity of inpatient treatment changed despite the change in reimbursement composition of patients.",2014
20203,Five Steps to Planning Success. Experimental Evidence from U.S. Households | NBER,2014-06-05T12:00:00Z,"While financial knowledge has been linked to improved financial behavior, there is little consensus on the value of financial education, in part because rigorous evaluation of various programs has yielded mixed results. However, given the heterogeneity of financial education programs in the literature, focusing on ""generic"" financial education can be inappropriate and even misleading. Lusardi (2009) and others argue that pedagogy and delivery matter significantly. In this paper, we design and field a low-cost, easily-replicable financial education program called ""Five Steps,"" covering five basic financial planning concepts that relate to retirement. We conduct a field experiment to evaluate the overall impact of ""Five Steps"" on a probability sample of the American population. In different treatment arms, we quantify the relative impact of delivering the program through video and narrative formats. Our results show that short videos and narratives (each takes about three minutes) have sizable short-run effects on objective measures of respondent knowledge. Moreover, keeping informational content relatively constant, format has significant effects on other psychological levers of behavioral change: effects on motivation and self-efficacy are significantly higher when videos are used, which ultimately influences knowledge acquisition. Follow-up tests of respondents' knowledge approximately eight months after the interventions suggest that between one-quarter and one-third of the knowledge gains and about one-fifth of the self-efficacy gains persist. Thus, this simple program has effects both in the short run and medium run.",2014
20204,International Environmental Agreements among Heterogeneous Countries with Social Preferences | NBER,2014-06-05T12:00:00Z,"Achieving efficiency for many global environmental problems requires voluntary cooperation among sovereign countries due to the public good nature of pollution abatement.  The theory of international environmental agreements (IEAs) in economics seeks to understand how cooperation among countries on pollution abatement can be facilitated.  However, why cooperation occurs when noncooperation appears to be individually rational has been an issue in economics for at least a half century.  The problem is that theory suggests fairly low (even zero) levels of contribution to a public good and high levels of free riding.  Experiments and empirical evidence with individuals suggests higher levels of cooperation.  This is a major reason for the emergence in the 1990's and more recently of the literature on social preferences (also known as other-regarding preferences or prosociality) where participants account for their own well-being as well as that of others.   This paper bridges the literature on cooperation among countries with the literature on cooperation among individuals.  In particular, we introduce social preferences into a model of international environmental agreements.   Focusing on Charness-Rabin social preferences, we find these preferences enlarge the set of conditions where cooperation is individually rational though such preferences also reduce the equilibrium size of a IEA for providing abatement.  Although stable coalitions are smaller, more abatement may be provided by individual countries outside of a coalition structure.  In contrast to much of the literature, we treat the size of agents as heterogeneous.  Size of a country does not affect the incentives for forming a coalition but it does affect the aggregate level of abatement, suggesting that coalitions of large countries are more efficient than coalitions of small countries.",2014
20205,Informality and Development | NBER,2014-06-05T12:00:00Z,"We establish five facts about the informal economy in developing countries.  First, it is huge, reaching about half of the total in the poorest countries.   Second, it has extremely low productivity compared to the formal economy: informal firms are typically small, inefficient, and run by poorly educated entrepreneurs.   Third, although avoidance of taxes and regulations is an important reason for informality, the productivity of informal firms is too low for them to thrive in the formal sector.   Lowering registration costs neither brings many informal firms into the formal sector, nor unleashes economic growth.  Fourth, the informal economy is largely disconnected from the formal economy.   Informal firms rarely transition to formality, and continue their existence, often for years or even decades, without much growth or improvement.   Fifth, as countries grow and develop, the informal economy eventually shrinks, and the formal economy comes to dominate economic life.   These five facts are most consistent with dual models of informality and economic development.",2014
20206,Heterogeneity in the Value of Life | NBER,2014-06-12T12:00:00Z,"We develop a numerical life-cycle model with choice over consumption and leisure, stochastic mortality and labor income processes, and calibrated to U.S. data to characterize willingness to pay (WTP) for mortality risk reduction. Our theoretical framework can explain many empirical findings in this literature, including an inverted-U life-cycle WTP and an order of magnitude difference in prime-aged adults WTP. By endogenizing leisure and employing multiple income measures, we reconcile the literature's large variation in estimated income elasticities. By accounting for gender- and race-specific stochastic mortality and income processes, we explain the literature's black-white and female-male differences.",2014
20207,Banks Are Where The Liquidity Is | NBER,2014-06-12T12:00:00Z,"What is so special about banks that their demise often triggers government intervention? In this paper we develop a simple model where, even ignoring interconnectedness issues, the failure of a bank causes a larger welfare loss than the failure of other institutions. The reason is that agents in need of liquidity tend to concentrate their holdings in banks. Thus, a shock to banks disproportionately affects the agents who need liquidity the most, reducing aggregate demand and the level of economic activity. In the context  of our model, the optimal fiscal response to such a shock is to help people, not banks, and the size of this response should be larger if a bank, rather than a similarly-sized nonfinancial firm, fails.",2014
20208,"Premium Transparency in the Medicare Advantage Market: Implications for Premiums, Benefits, and Efficiency | NBER",2014-06-12T12:00:00Z,"In the Medicare Advantage (MA) market, private health insurers compete to offer plans with the most attractive premium and benefit package. Medicare provides a subsidy, based on a ""benchmark payment rate"", for each Medicare beneficiary a plan enrolls. We investigate how this subsidy, the primary policy lever in the market, affects the equilibrium premiums and benefits of MA plans. We exploit variation in benchmark payment rates within plans over time, coming from rebasing years where benchmark changes differed across areas in ways that were plausibly exogenous, to determine empirically how plan premiums and benefit generosity respond to changes in benchmarks. We find that premiums do not respond to changes in the benchmark payment rate on average but that insurers do pass through a portion of the benchmark increase by increasing plan benefit generosity. </p>",2014
20209,Misspecified Recovery | NBER,2014-06-12T12:00:00Z,"Asset prices contain information about the probability distribution of future states and the stochastic discounting of these states. Without additional assumptions, probabilities and stochastic discounting cannot be separately identified. Ross (2013) introduced a set of assumptions that restrict the dynamics of the stochastic discount factor in a way that allows for the recovery of the underlying probabilities. We use decomposition results for stochastic discount factors from Hansen and Scheinkman (2009) to explain when this procedure leads to misspecified recovery. We also argue that the empirical evidence on asset prices indicates that the recovered measure would differ substantially from the actual probability distribution and that interpreting this measure as the true probability distribution may severely bias our inference about risk premia, investors' aversion to risk, and the welfare cost of economic fluctuations.",2014
20210,"External Equity Financing Shocks, Financial Flows, and Asset Prices | NBER",2014-06-12T12:00:00Z,"The ability of corporations to raise external equity finance varies with macroeconomic conditions, suggesting that the cost of equity issuance is time-varying. Using cross sectional data on U.S. publicly traded firms, we construct an empirical proxy of an aggregate shock to the cost of equity issuance, which we interpret as a financial shock. We show that this shock captures systematic risk, and that exposure to this shock helps price the cross section of stock returns including book-to-market, investment, and size portfolios. We propose a dynamic investment-based model with stochastic equity issuance costs and a collateral constraint to interpret the empirical findings. Our central finding is that time variation in external equity financing costs is important for the model to quantitatively capture the joint dynamics of firms’ asset prices, real quantities, and financing flows. In the model, growth firms, high investment firms, and large firms, can substitute more easily debt financing for equity financing when it becomes more costly to raise external equity, hence these firms are less risky in equilibrium. The model also replicates the failure of the unconditional CAPM in pricing the cross section of stock returns.",2014
20211,Intensive Math Instruction and Educational Attainment: Long-Run Impacts of Double-Dose Algebra | NBER,2014-06-12T12:00:00Z,"We study an intensive math instruction policy that assigned low-skilled 9th graders to an algebra course that doubled instructional time, altered peer composition and emphasized problem solving skills. A regression discontinuity design shows substantial positive impacts of double-dose algebra on credits earned, test scores, high school graduation and college enrollment rates. Test score effects under-predict attainment effects, highlighting the importance of long-run evaluation of such a policy. Perhaps because the intervention focused on verbal exposition of mathematical concepts, the impact was largest for students with below average reading skills, emphasizing the need to target interventions toward appropriately skilled students.",2014
20212,Pharmaceutical Profits and the Social Value of Innovation | NBER,2014-06-12T12:00:00Z,"Prior research has shown that exogenous shocks to the demand for medical products spur additional product development. These studies do not distinguish between breakthrough products and those that largely duplicate the performance of existing products. In this paper, we use a novel data set to explore the impact of the introduction of Medicare Part D on the development of new biotechnology products. We find that the law spurred development of products targeting illnesses that affect the elderly, but most of this effect is concentrated among products aimed at diseases that already have multiple existing treatments. Moreover, we find no increase in products targeting orphan disease or those receiving either fast track or priority review status from the FDA. This suggests that marginal changes in demand may have little effect on the development of products with large welfare benefits.",2014
20213,"Bases, Bullets and Ballots: the Effect of U.S. Military Aid on Political Conflict in Colombia | NBER",2014-06-19T12:00:00Z,"Does foreign military assistance strengthen or further weaken fragile states facing internal conflict? Aid may strengthen the state by bolstering its repressive capacity vis-à-vis armed non-state actors, or weaken it if resources are diverted to these very groups. We examine how U.S. military aid affects political violence in Colombia. We exploit the allocation of U.S. military aid to Colombian military bases, and compare how aid affects municipalities with and without bases. We use an instrument based on worldwide increases in U.S. military aid (excluding Latin America). We find that U.S. military assistance leads to differential increases in attacks by paramilitaries, but has no effect on guerrilla attacks. Aid also results in more paramilitary (but not guerrilla) homicides during election years, particularly in politically competitive municipalities. The findings suggest that foreign military assistance may strengthen armed non-state actors, undermining domestic political institutions.",2014
20214,Parenting with Style: Altruism and Paternalism in Intergenerational Preference Transmission | NBER,2014-06-12T12:00:00Z,"We develop a theory of parent-child relations that rationalizes the choice between alternative parenting styles (as set out in Baumrind 1967). Parents maximize an objective function that combines Beckerian altruism and paternalism towards children. They can affect their children’s choices via two channels: either by influencing children’s preferences or by imposing direct restrictions on their choice sets. Different parenting styles (authoritarian, authoritative, and permissive) emerge as equilibrium outcomes and are affected both by parental preferences and by the socioeconomic environment. Parenting style, in turn, feeds back into the children’s welfare and economic success. The theory is consistent with the decline of authoritarian parenting observed in industrialized countries and with the greater prevalence of more permissive parenting in countries characterized by low inequality.",2014
20215,Averting Catastrophes: The Strange Economics of Scylla and Charybdis | NBER,2014-06-12T12:00:00Z,"How should we evaluate public policies or projects to avert, or reduce the likelihood of, a catastrophic event? Examples might include inspection and surveillance programs to avert nuclear terrorism, investments in vaccine technologies to help respond to a ""mega-virus,"" or the construction of levees to avert major flooding. A policy to avert a particular catastrophe considered in isolation might be evaluated in a cost-benefit framework. But because society faces multiple potential catastrophes, simple cost-benefit analysis breaks down: Even if the benefit of averting each one exceeds the cost, we should not necessarily avert all of them. We explore the policy interdependence of catastrophic events, and show that considering these events in isolation can lead to policies that are far from optimal. We develop a rule for determining which events should be averted and which should not.",2014
20216,The Dictator's Inner Circle | NBER,2014-06-12T12:00:00Z,"We posit the problem of an autocrat who has to allocate access to the executive positions in his inner circle and define the career profile of his own insiders. Statically, granting access to an executive post to a more experienced subordinate increases political returns to the post, but is more threatening to the leader in case of a coup. Dynamically, the leader monitors the capacity of staging a coup by his subordinates, which grows over time, and the incentives of trading a subordinate's own position for a potential shot at the leadership, which defines the incentives of staging a palace coup for each member of the inner circle. We map these theoretical elements into structurally estimable hazard functions of terminations of cabinet ministers for a panel of postcolonial Sub-Saharan African countries. The hazard functions initially increase over time, indicating that most government insiders quickly wear out their welcome, and then drop once the minister is fully entrenched in the current regime. We argue that the survival concerns of the leader in granting access to his inner circle can cover much ground in explaining the widespread lack of competence of African governments and the vast heterogeneity of political performance between and within these regimes.",2014
20217,"Trade, Structural Transformation and Development: Evidence from Argentina 1869-1914 | NBER",2014-06-12T12:00:00Z,"We provide new theory and evidence on the role of external and internal integration in structural transformation and economic development using Argentina’s integration into the world economy in the late-19th century. Our theoretical model provides microfoundations for a spatial Balassa-Samuelson effect, in which locations closer to world markets have higher population densities, urban population shares, relative prices of non-traded goods, and land prices relative to wages, and specialize in transport-cost-sensitive traded goods. We estimate the model’s parameters, provide evidence in support of this spatial Balassa-Samuelson mechanism, and find substantial effects of both external and internal integration on economic development.",2014
20218,Seasonal Credit Constraints and Agricultural Labor Supply: Evidence from Zambia | NBER,2014-06-12T12:00:00Z,"Small-scale farming remains the primary source of income for a majority of the population in developing countries. While most farmers primarily work on their own fields, off-farm labor is common among small-scale farmers. A growing literature suggests that off-farm labor is not the result of optimal labor allocation, but is instead driven by households' inability to cover short-term consumption needs with savings or credit. We conduct a field experiment in rural Zambia to investigate the relationship between credit availability and rural labor supply. We find that providing households with access to credit during the growing season substantially alters the allocation of household labor, with households in villages randomly selected for a loan program selling on average 25 percent less off-farm labor. We also find that increased credit availability is associated with higher consumption and increases in local farming wages. Our results suggest that a substantial fraction of rural labor supply is driven by short-term constraints, and that access to credit markets may improve the efficiency of labor allocation overall.",2014
20219,Human Capital and Industrialization: Evidence from the Age of Enlightenment | NBER,2014-06-12T12:00:00Z,"While human capital is a strong predictor of economic development today, its importance for the Industrial Revolution has typically been assessed as minor. To resolve this puzzling contrast, we differentiate average human capital (literacy) from upper-tail knowledge. As a proxy for the historical presence of knowledge elites, we use city-level subscriptions to the famous Encyclopédie in mid-18th century France. We show that subscriber density is a strong predictor of city growth after the onset of French industrialization. Alternative measures of development such as soldier height, disposable income, and industrial activity confirm this pattern. Initial literacy levels, on the other hand, are associated with development in the cross-section, but they do not predict growth. Finally, by joining data on British patents with a large French firm survey from the 1840s, we shed light on the mechanism: upper-tail knowledge raised productivity in innovative industrial technology.",2014
20220,Capital Controls and Recovery from the Financial Crisis of the 1930s | NBER,2014-06-12T12:00:00Z,"We examine the first widespread use of capital controls in response to a global or regional financial crisis. In particular, we analyze whether capital controls mitigated capital flight in the 1930s and assess their causal effects on macroeconomic recovery from the Great Depression. We find evidence that they stemmed gold outflows in the year following their imposition; however, time-shifted, difference-in- differences (DD) estimates of industrial production, prices, and exports suggest that exchange controls did not accelerate macroeconomic recovery relative to countries that went off gold and floated. Countries imposing capital controls also appear to perform similar to the gold bloc countries once the latter group of countries finally abandoned gold. Time series analysis suggests that countries imposing capital controls refrained from fully utilizing their newly acquired monetary policy autonomy.",2014
20221,Flaking Out: Student Absences and Snow Days as Disruptions of Instructional Time | NBER,2014-06-12T12:00:00Z,"Despite the fact that the average American student is absent more than two weeks out of every school year, most research on the effect of instructional time has focused not on attendance but on the length of the school day or year. Student and school fixed effects models using Massachusetts data show a strong relationship between student absences and achievement but no impact of lost instructional time due to school closures. I confirm those findings in instrumental variables models exploiting the fact that moderate snowfall induces student absences while extreme snowfall induces school closures. Prior work ignoring this non-linearity may have mis-attributed the effect of absences to such snow days. Each absence induced by bad weather reduces math achievement by 0.05 standard deviations, suggesting that attendance can account for up to one-fourth of the achievement gap by income. That absences matter but closures do not is consistent with a model of instruction in which coordination of students is the central challenge, as in Lazear (2001). Teachers appear to deal well with coordinated disruptions of instructional time like snow days but deal poorly with disruptions like absences that affect different students at different times.",2014
20222,Will Divestment from Employment-Based Health Insurance Save Employers Money? The Case of State and Local Governments | NBER,2014-06-12T12:00:00Z,"Reforms introduced by the Affordable Care and Patient Protection Act (ACA) build new sources of coverage around employment-based health insurance. But what if firms find it cheaper to have their employees obtain insurance from these sources, even after accounting for penalties (for non-provision of insurance) and employee bonuses (to ensure the shift is cost neutral for them)? State and local governments (SLGs) have strong incentives to consider the economics of such “divestment”; many have large unfunded benefits liabilities. We investigated whether SLGs would save under two scenarios: (1) shifting all employees and under-65-retirees to alternative sources of coverage; (2) shifting only employees whose household incomes indicate they would be eligible for federally subsidized coverage and all under-65-retirees. Full divestment would cost SLGs more than they currently pay, due primarily to penalty costs. Selective divestment could save SLGs nearly $129 billion over 10 years at the expense of the federal government.",2014
20223,"""Sticker Shock"" in Individual Insurance under Health Reform | NBER",2014-06-12T12:00:00Z,"This paper provides estimates of the changes in premiums, average or expected out of pocket payments, and the sum of premiums and out of pocket payments (total expected price) for a sample of consumers who bought individual insurance in 2010 to 2012, comparing total expected prices before the Affordable Care Act with estimates of total expected prices if they were to purchase silver or bronze coverage after reform, before the effects of any premium subsidies.  We provide comparisons for purchasers of self only coverage in California and in 23 states with minimal prior state premium regulation before the ACA now using federally managed exchanges.  Using data from the Current Population Survey, we find that the average prices increased by 14 to 28 percent, with similar changes in California and the federal exchange states; we attribute the increase primarily to higher premiums in exchanges associated with insurer expectations of a higher risk population being enrolled.  The increase in total expected price is similar for age-gender population subgroups except for a larger than average increases for older women.  A welfare calculation of the change in risk premium associated with moving from coverage that prevailed before reform to bronze or silver coverage finds small changes.",2014
20224,"Monetary Policy Surprises, Credit Costs and Economic Activity | NBER",2014-06-12T12:00:00Z,"We provide evidence on the nature of the monetary transmission mechanism. To identify policy shocks in a setting with both economic and financial variables, we combine traditional monetary vector autoregression (VAR) analysis with high frequency identification (HFI) of monetary policy shocks. We first show that the shocks identified using HFI surprises as external instruments produce responses in output and inflation consistent with both textbook theory and conventional monetary VAR analysis. We also find, however, that monetary policy surprises typically produce ""modest movements"" in short rates that lead to ""large"" movements in credit costs and economic activity. The large movements in credit costs are mainly due to the reaction of both term premia and credit spreads that are typically absent from the standard model of monetary policy transmission. Finally, we show that forward guidance is important to the overall strength of the transmission mechanism.",2014
20225,The Price Impact of Joining a Currency Union: Evidence from Latvia | NBER,2014-06-12T12:00:00Z,"Does membership in a currency union matter for a country's international relative prices? The answer to this question is critical for thinking about the implications of joining (or exiting) a common currency area. This paper is the first to use high-frequency good-level data to provide evidence that the answer is yes, at least for an important subset of consumption goods. We consider the case of Latvia, which recently dropped its pegged exchange rate and joined the euro zone. We analyze the prices of thousands of differentiated goods sold by Zara, the world's largest clothing retailer. Price dispersion between Latvia and euro zone countries collapsed swiftly following entry to the euro. The percentage of goods with nearly identical prices in Latvia and Germany increased from 6 percent to 89 percent. The median size of price differentials declined from 7 percent to zero. If a large number of firms also behave this way, these results suggest that membership in a currency union has significant implications for a country's real exchange rate.",2014
20226,Paying on the Margin for Medical Care: Evidence from Breast Cancer Treatments | NBER,2014-06-12T12:00:00Z,"We present a simple graphical framework to illustrate the potential welfare gains from a “top-up” health insurance policy requiring patients to pay the incremental price for more expensive treatment options. We apply this framework to breast cancer treatments, where lumpectomy with radiation therapy is more expensive than mastectomy but generates similar average health benefits. We estimate the relative demand for lumpectomy using variation in distance to the nearest radiation facility, and estimate that the “top-up” policy increases social welfare by $700-2,500 per patient relative to two common alternatives. We briefly discuss additional tradeoffs that arise from an ex-ante perspective.",2014
20227,The Choice of the Personal Income Tax Base | NBER,2014-06-12T12:00:00Z,"Starting with Vickrey (1945) and Mirrlees (1971), the optimal tax literature has studied the design of a personal income tax. The assumed ideal would be to tax earnings ability. Earnings ability is unobservable for tax purposes, however.   Past papers have focused instead on designing a tax on labor income. </p>",2014
20228,The Real Exchange Rate in the Long Run: Balassa-Samuelson Effects Reconsidered | NBER,2014-06-27T12:00:00Z,"Historical data for over hundred years and 14 countries is used to estimate the long-run effect of productivity on the real exchange rate. We find large variations in the productivity effect across four distinct monetary regimes in the sample period. Although the traditional Balassa-Samuelson model is not consistent with these results, we suggest an explanation of the results in terms of contemporary variants of the model that incorporate the terms of trade mechanism. Specifically we argue that changes in trade costs over time may affect the impact of productivity on the real exchange rate over time. We undertake simulations of the modern versions of the Balassa-Samuelson model to show that plausible parameter shifts consistent with the behavior of trade costs can explain the cross-regime variation of the productivity effect.",2014
20229,Visual Tools and Narratives: New Ways to Improve Financial Literacy | NBER,2014-06-19T12:00:00Z,"We developed and experimentally evaluated four novel educational programs delivered online: an informational brochure, a visual interactive tool, a written narrative, and a video narrative. The programs were designed to inform people about risk diversification, an essential concept for financial decision- making. The effectiveness of these programs was evaluated using the RAND American Life Panel. Participants were exposed to one of the programs, and then asked to answer questions measuring financial literacy and self-efficacy. All of the programs were found to be effective at increasing self-efficacy, and several improved financial literacy, providing new evidence for the value of programs designed to help individuals make financial decisions. The video was more effective at improving financial literacy scores than the written narrative, highlighting the power of online media in financial education.",2014
20230,Effects of Unconventional Monetary Policy on Financial Institutions | NBER,2014-06-19T12:00:00Z,"Monetary policy affects the real economy in part through its effects on financial institutions. High frequency event studies show the introduction of unconventional monetary policy in the winter of 2008-09 had a strong, beneficial impact on banks and especially on life insurance companies. I interpret the positive effects on life insurers as expansionary policy recapitalizing the sector by raising the value of legacy assets. Expansionary policy had small positive or neutral effects on banks and life insurers through 2013. The interaction of low nominal interest rates and administrative costs forced money market funds to waive fees, producing a possible incentive to reach for yield to reduce waivers. I show money market funds with higher costs reached for higher returns in 2009-11, but not thereafter. Some private defined benefit pension funds increased their risk taking beginning in 2009, but again such behavior largely dissipated by 2012. In sum, unconventional monetary policy helped to stabilize some sectors and provoked modest additional risk taking in others. I do not find evidence that the financial institutions studied formented a tradeoff between expansionary policy and financial stability at the end of 2013.",2014
20231,Revisiting American Exceptionalism: Democracy and the Regulation of Corporate Governance in Nineteenth-Century Pennsylvania | NBER,2014-06-19T12:00:00Z,"The legal rules governing businesses' organizational choices have varied across nations along two main dimensions: the number of different forms that businesses can adopt; and the extent to which businesses have the contractual freedom to modify the available forms to suit their needs. Until the late twentieth century, businesses in the U.S. had a narrower range of forms from which to choose than their counterparts in these other countries and also much less ability to modify the basic forms contractually. This article uses the case of Pennsylvania to argue that the sources of this ""American exceptionalism"" reside in the interplay between the early achievement of universal (white) manhood suffrage and elite efforts to safeguard property rights.",2014
20232,Making the Most of Capital in the 21st Century | NBER,2014-06-19T12:00:00Z,"Thomas Piketty's monumental Capital in the Twenty-First Century has transported us to a higher understanding of historical movements in inequality. This essay ranks the promise of different paths that scholars can usefully follow from the point to which his book has guided us.  The main path to follow is the income inequality history so well paved by Piketty and his team, supported by the book's history of twentieth-century shocks and political responses.  Less promising is the book's emphasis on wealth, capital, and the rate of return.  Following the income route to better inequality predictions requires merging his team's history of top income shares with the history of inequality movements within the lower 90 percent.  It also invites a merger with other scholarship that has shown positive growth effects of the kind of democracy Piketty calls for.",2014
20233,Marital Disruption and Health Insurance | NBER,2014-06-19T12:00:00Z,"Despite the high levels of marital disruption in the United States, and substantial reliance on family-based health insurance, little research is available on the consequences of marital disruption for insurance coverage among men, women, and children. We address this shortfall by examining patterns of coverage surrounding marital disruption. We find large differences in coverage across marital status groups in the cross-section. In longitudinal analyses that focus on within-person change, we find small overall coverage changes but large changes in type of coverage following marital disruption. Both men and women show increases in private coverage in their own names, but offsetting decreases in dependent coverage tend to be larger. Dependent coverage for children also declines after marital dissolution, even though children are still likely to be eligible for that coverage. Children and, to a lesser extent, women show increases in public coverage around the time of divorce or separation. The most vulnerable group appears to be lower-educated women with children because the increases in private, own-name, and public insurance are not large enough to offset the large decrease in dependent coverage. As the United States implements federal health reform, it is critical that we understand the ways in which life course events--specifically, marital disruption--shape the dynamic patterns of coverage.",2014
20234,Ode to the sea: Workplace Organizations and Norms of Cooperation | NBER,2014-06-19T12:00:00Z,"The functioning and well-being of any society and organization critically hinges on norms of cooperation that regulate social activities.  Empirical evidence on how such norms emerge and in which environments they thrive remains a clear void in the literature.  To provide an initial set of insights, we overlay a set of field experiments in a natural setting.  Our approach is to compare behavior in Brazilian fishermen societies that differ along one major dimension:  the workplace organization. In one society (located by the sea) fishermen are forced to work in groups whereas in the adjacent society (located on a lake) fishing is inherently an individual activity.  We report sharp evidence that the sea fishermen trust and cooperate more and have greater ability to coordinate group actions than their lake fishermen counterparts. These findings are consistent with the argument that people internalize social norms that emerge from specific needs and support the idea that socio-ecological factors play a decisive role in the proliferation of pro-social behaviors.",2014
20235,Transportation Costs and the Spatial Organization of Economic Activity | NBER,2014-06-19T12:00:00Z,"This paper surveys the theoretical and empirical literature on the relationship between the spatial distribution of economic activity and transportation costs. We develop a multi-region model of economic geography that we use to understand the general equilibrium implications of transportation infrastructure improvements within and between locations for wages, population, trade and industry composition. Guided by the predictions of this model, we review the empirical literature on the effects of transportation infrastructure improvements on economic development, paying particular attention to the use of exogenous sources of variation in the construction of transportation infrastructure. We examine evidence from different spatial scales, between and within cities. We outline a variety of areas for further research, including distinguishing reallocation from growth and dynamics.",2014
20236,Global Value Chains and Effective Exchange Rates at the Country-Sector Level | NBER,2014-06-19T12:00:00Z,"The real effective exchange rate (REER) is one of the most cited statistical constructs in open-economy macroeconomics. We show that the models used to compute these numbers are not rich enough to allow for the rising importance of global value chains. Moreover, because different sectors within a country participate in international production sharing at different stages, sector level variations are also important for determining competitiveness. Incorporating these features, we develop a framework to compute REER at both the sector and country level and apply it on inter-country input-output tables to study the properties of the new measures of REER for 35 sectors in 40 countries.",2014
